都道府県名,市区町村名,フィーチャID,形状(WKT),タイトル,説明,スタイルID,期間開始日時,期間終了日時,作成者,作成日時,更新者,更新日時
愛知県,津島市,2,POINT(136.723742494244 35.1801913917389),津島市米町,,#style4,,,システム管理者,2015/01/26 16:32:46,システム管理者,
愛知県,津島市,3,POINT(136.720750338398 35.1772236971389),津島市浦方町,,#style6,,,システム管理者,2015/01/26 16:32:46,システム管理者,
愛知県,津島市,4,POINT(136.725144349364 35.1767800601557),津島市本町,,#style1,,,システム管理者,2015/01/26 16:32:46,システム管理者,
愛知県,津島市,5,POINT(136.715151459724 35.1652318511311),県立津島高校,,#style5,,,システム管理者,2015/01/26 16:32:46,システム管理者,
愛知県,津島市,6,POINT(136.720989987247 35.1735467111267),天王川公園,,#style2,,,システム管理者,2015/01/26 16:32:46,システム管理者,
愛知県,田原市,1,POINT(137.028321710682 34.5877869753342),愛知県田原市伊良湖町,,#style39,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,2,POINT(137.0773208029 34.5887342175425),伊良湖フラワーパーク跡地,,#style20,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,3,POINT(137.01669421651 34.5795512480394),伊良湖岬灯台,,#style12,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,4,POINT(137.239518827691 34.6757696703958),衣笠山,,#style6,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,5,POINT(137.023723462404 34.5802628798505),恋路ヶ浜,,#style29,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,6,POINT(137.28124617278 34.6741599291626),汐川干潟,,#style11,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,7,POINT(137.218076154212 34.6235281813119),赤羽根文化の森展望台（電照風景）,,#style10,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,8,POINT(137.051394283505 34.6071127640684),田原市西山町,,#style17,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,9,POINT(137.049471289817 34.6332102060123),西ノ浜,,#style21,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,10,POINT(137.195845042559 34.6084168568934),赤羽根海岸,,#style31,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,11,POINT(137.022936100563 34.581749487579),渥美サイクリングロード（道の駅伊良湖クリスタルポルト）,,#style27,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,12,POINT(137.26556477476 34.6738400966862),池ノ原公園,,#style30,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,13,POINT(137.22352298474 34.6146997855742),田原市高松町一色,,#style25,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,14,POINT(137.178406520609 34.6612583263395),宇津江漁港,,#style24,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,15,POINT(137.183740627666 34.6554158184064),田原市宇津江町,,#style9,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,16,POINT(137.154436718414 34.6552360955173),江比間海岸,,#style36,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,17,POINT(137.262445917831 34.6756275995232),岡田虎二郎邸宅跡,,#style32,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,18,POINT(137.291958508443 34.6355371130204),谷ノ口海岸（田原市南神戸町）,,#style16,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,19,POINT(137.27886753215 34.7066979614034),笠山,,#style13,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,20,POINT(137.26208545011 34.684832408091),蔵王山展望台,,#style37,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,21,POINT(137.246647072126 34.6782173397956),藤七原湿地植物群落,,#style26,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,22,POINT(137.231571252912 34.6856007380023),白谷海水浴場,,#style15,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,23,POINT(137.140186390362 34.5930463374143),土田（田原市和地町瀬戸畑）,,#style3,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,24,POINT(137.319075141599 34.6421414746827),表浜の砂丘,,#style5,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,25,POINT(137.269012932464 34.6737380831652),田原城址,,#style18,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,26,POINT(137.291655059831 34.6949657911259),田原市緑が浜,,#style23,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,27,POINT(137.263820705028 34.6754642377561),つばき公園,,#style2,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,28,POINT(137.058919105303 34.597608477972),初立池,,#style19,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,29,POINT(137.037874414445 34.5785116232295),日出の石門,,#style38,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,30,POINT(137.249834925936 34.7122475313101),姫島,,#style33,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,31,POINT(137.086878710112 34.6482237854703),福江漁港,,#style8,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,32,POINT(137.25019804705 34.6716248357051),藤七原のゲンジボタル（庄司川鎌田橋）,,#style1,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,33,POINT(137.220992267062 34.6133756885175),弥八島海岸,,#style34,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,34,POINT(137.280896253634 34.6815797738298),吉胡貝塚,,#style28,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,35,POINT(137.083662167292 34.6466259381536),愛知県田原市小中山町,,#style22,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,36,POINT(137.07604915016 34.6554825096594),六階建て,,#style35,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,37,POINT(137.127836057333 34.5902212306937),田原市和地町東,,#style7,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,38,POINT(137.243288065548 34.6687084422943),滝頭公園,,#style4,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,田原市,39,POINT(137.248926753999 34.6770979365012),衣笠山自然歩道,,#style14,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,大治町,1,POINT(136.83524776192 35.1698837589362),赤紫蘇畑（大治町八ツ屋）,&lt;br&gt;,#style1,,,システム管理者,2015/01/26 16:32:56,システム管理者,
愛知県,岡崎市,1,POINT(137.165253687293 34.9843204040506),大樹寺,,#style1,,,システム管理者,2015/01/26 16:32:44,システム管理者,
愛知県,岡崎市,2,POINT(137.158826750775 34.9563292663715),岡崎城,,#style6,,,システム管理者,2015/01/26 16:32:44,システム管理者,
愛知県,岡崎市,3,POINT(137.288386964705 34.922354780179),須賀神社,,#style2,,,システム管理者,2015/01/26 16:32:44,システム管理者,
愛知県,岡崎市,4,POINT(137.212314849846 34.9155288337877),藤川の松並木,,#style3,,,システム管理者,2015/01/26 16:32:44,システム管理者,
愛知県,岡崎市,5,POINT(137.401264633843 34.9304558751914),くらがり渓谷,,#style8,,,システム管理者,2015/01/26 16:32:44,システム管理者,
愛知県,岡崎市,6,POINT(137.375044520178 34.9677708185151),千万町茅葺屋敷,,#style7,,,システム管理者,2015/01/26 16:32:44,システム管理者,
愛知県,岡崎市,7,POINT(137.152694639589 34.9582939420906),八丁味噌の郷,,#style4,,,システム管理者,2015/01/26 16:32:44,システム管理者,
愛知県,岡崎市,8,POINT(137.221866365361 34.9114140929545),藤川宿,,#style5,,,システム管理者,2015/01/26 16:32:44,システム管理者,
愛知県,南知多町,1,POINT(136.972048989927 34.6958932046342),羽豆岬から日間賀島,,#style1,,,システム管理者,2015/01/26 16:32:57,システム管理者,
愛知県,江南市,1,POINT(136.86386489425 35.3655959098429),フラワーパーク江南,,#style2,,,システム管理者,2015/01/26 16:32:48,システム管理者,
愛知県,江南市,2,POINT(136.882502104377 35.3134580079574),五条川（江南市）,,#style5,,,システム管理者,2015/01/26 16:32:48,システム管理者,
愛知県,江南市,3,POINT(136.872509392112 35.3245035763437),御嶽薬師尊　布袋の大仏,,#style4,,,システム管理者,2015/01/26 16:32:48,システム管理者,
愛知県,江南市,4,POINT(136.878690903795 35.3709775390864),すいとぴあ江南,,#style3,,,システム管理者,2015/01/26 16:32:48,システム管理者,
愛知県,江南市,5,POINT(136.856432874257 35.3493696015057),曼陀羅寺,,#style1,,,システム管理者,2015/01/26 16:32:48,システム管理者,
愛知県,西尾市,1,POINT(137.053833684041 34.8744132044944),岩瀬文庫,,#style1,,,システム管理者,2015/01/26 16:32:47,システム管理者,
愛知県,西尾市,2,POINT(137.041537058152 34.8826227689788),西尾の茶園（稲荷山茶園公園）,,#style2,,,システム管理者,2015/01/26 16:32:47,システム管理者,
愛知県,西尾市,3,POINT(137.100224754163 34.8608979634786),神明神社,,#style4,,,システム管理者,2015/01/26 16:32:47,システム管理者,
愛知県,西尾市,4,POINT(137.10089545912 34.8564359306892),西尾市室町中屋敷,,#style3,,,システム管理者,2015/01/26 16:32:47,システム管理者,
愛知県,幡豆町,1,POINT(137.137005922125 34.7992499765972),あじさいライン,,#style1,,,システム管理者,2015/01/26 16:32:59,システム管理者,
愛知県,幡豆町,2,POINT(137.120603557435 34.7960986264978),見影山（弘法山）,,#style4,,,システム管理者,2015/01/26 16:32:59,システム管理者,
愛知県,幡豆町,3,POINT(137.1473105217 34.8046069796678),三ケ根山,,#style5,,,システム管理者,2015/01/26 16:32:59,システム管理者,
愛知県,幡豆町,4,POINT(137.101147875131 34.8001104135555),鳥羽神明社,,#style3,,,システム管理者,2015/01/26 16:32:59,システム管理者,
愛知県,幡豆町,5,POINT(137.122417672351 34.7960902845072),ユリノキ並木道（幡豆町西幡豆）,,#style2,,,システム管理者,2015/01/26 16:32:59,システム管理者,
愛知県,美浜町,1,POINT(136.844440163974 34.7577546247096),野間灯台,,#style2,,,システム管理者,2015/01/26 16:32:58,システム管理者,
愛知県,美浜町,2,POINT(136.886903104568 34.8018258637022),鵜の山ウ繁殖地,,#style3,,,システム管理者,2015/01/26 16:32:58,システム管理者,
愛知県,美浜町,3,POINT(136.91155871211 34.7735728800549),美浜町河和,,#style1,,,システム管理者,2015/01/26 16:32:58,システム管理者,
愛知県,稲沢市,1,POINT(136.702761267138 35.263116580608),ワイルドネイチャープラザ,,#style11,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,2,POINT(136.791216176784 35.253056953429),稲沢市民俗資料収蔵庫,,#style6,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,3,POINT(136.790766413509 35.2528842856034),美濃路（稲葉宿）,,#style7,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,4,POINT(136.793812127644 35.252515107608),美濃路（小沢町）,,#style22,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,5,POINT(136.805203165748 35.2560652437368),国府宮神社（尾張大国霊神社）,,#style28,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,6,POINT(136.788363603352 35.2567890000004),禅源寺,,#style15,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,7,POINT(136.784943633308 35.2549032881751),美濃路（丸いポストと旧家）,,#style33,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,8,POINT(136.801435896342 35.2555761744882),赤染衛門歌碑公園,,#style5,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,9,POINT(136.771805542951 35.2447290676265),安楽寺,,#style17,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,10,POINT(136.787845574148 35.2476649139284),稲沢公園,,#style14,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,11,POINT(136.789334310764 35.2465247484233),稲沢市荻須記念美術館,,#style13,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,12,POINT(136.805691262257 35.2525601392141),大江橋,,#style18,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,13,POINT(136.740220263201 35.2058603357153),稲沢市平和町嫁振北,,#style2,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,14,POINT(136.73731550171 35.2464865968754),正琳寺,,#style26,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,15,POINT(136.743809729252 35.1998783809743),勝幡城址,,#style9,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,16,POINT(136.775465915098 35.2467421290456),稲沢市船橋町,,#style4,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,17,POINT(136.68115712177 35.2385941809234),神明津の松並木,,#style24,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,18,POINT(136.79348476049 35.2400202721249),性海寺,,#style34,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,19,POINT(136.717984428805 35.2549259430604),善光寺東海別院,,#style19,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,20,POINT(136.707400534106 35.2706882124986),祖父江ふれあいの郷,,#style8,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,21,POINT(136.683543834026 35.2326182513637),地泉院,,#style12,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,22,POINT(136.739857092032 35.2437642580788),布智神社,,#style32,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,23,POINT(136.690347968712 35.2508089736163),馬飼大橋,,#style30,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,24,POINT(136.816610166913 35.256134836685),萬徳寺,,#style29,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,25,POINT(136.763077432449 35.2543095086056),明蔵寺,,#style20,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,26,POINT(136.738175970906 35.2040502495265),賣夫神社,,#style31,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,27,POINT(136.77225959645 35.2417287856939),矢合観音,,#style27,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,28,POINT(136.773558826601 35.2411741256671),稲沢警察署 矢合駐在所,,#style16,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,29,POINT(136.73682092495 35.2569143581982),祐専寺,,#style3,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,30,POINT(136.713443754058 35.2552876209484),王子板紙,,#style25,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,31,POINT(136.770945214019 35.2295641877368),愛知県植木センター,,#style10,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,32,POINT(136.769726388284 35.2407109021018),円光寺,,#style21,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,33,POINT(136.831375407299 35.2333073202507),長光寺,,#style23,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,稲沢市,34,POINT(136.792216021033 35.2530961085274),美濃路（稲葉）,,#style1,,,システム管理者,2015/01/26 16:32:49,システム管理者,
愛知県,幸田町,1,POINT(137.201692907259 34.8754160944565),大井池,,#style5,,,システム管理者,2015/01/26 16:32:59,システム管理者,
愛知県,幸田町,2,POINT(137.166415107357 34.8640713425858),幸田中央公園,,#style4,,,システム管理者,2015/01/26 16:32:59,システム管理者,
愛知県,幸田町,3,POINT(137.168624206796 34.8536230046711),幸田文化広場,,#style2,,,システム管理者,2015/01/26 16:32:59,システム管理者,
愛知県,幸田町,4,POINT(137.156876562727 34.8739062383711),こうた凧揚げまつり,,#style1,,,システム管理者,2015/01/26 16:32:59,システム管理者,
愛知県,幸田町,5,POINT(137.182083359543 34.8373410151978),本光寺,,#style3,,,システム管理者,2015/01/26 16:32:59,システム管理者,
愛知県,弥富市,1,POINT(136.718245124003 35.1035485009792),木曽川（弥富市中山町松山）,,#style1,,,システム管理者,2015/01/26 16:32:54,システム管理者,
愛知県,弥富市,2,POINT(136.721212306714 35.1045510331438),筏川桜緑地,,#style7,,,システム管理者,2015/01/26 16:32:54,システム管理者,
愛知県,弥富市,3,POINT(136.748028146345 35.0860316293852),金魚の養殖場（弥富市芝井）,,#style5,,,システム管理者,2015/01/26 16:32:54,システム管理者,
愛知県,弥富市,4,POINT(136.788590195621 35.1059517623234),善太川,,#style4,,,システム管理者,2015/01/26 16:32:54,システム管理者,
愛知県,弥富市,5,POINT(136.767689561148 35.0504092708053),鍋田干拓地,,#style3,,,システム管理者,2015/01/26 16:32:54,システム管理者,
愛知県,弥富市,6,POINT(136.79443614247 35.0240093437563),鍋田ふ頭コンテナターミナル,,#style6,,,システム管理者,2015/01/26 16:32:54,システム管理者,
愛知県,弥富市,7,POINT(136.722091201751 35.1043018536093),六門樋門,,#style2,,,システム管理者,2015/01/26 16:32:54,システム管理者,
愛知県,蒲郡市,1,POINT(137.235105571184 34.8158670601877),蒲郡プリンスホテル,,#style2,,,システム管理者,2015/01/26 16:32:47,システム管理者,
愛知県,蒲郡市,2,POINT(137.231767949346 34.8111991158119),竹島,,#style5,,,システム管理者,2015/01/26 16:32:47,システム管理者,
愛知県,蒲郡市,3,POINT(137.172897341605 34.8160303873168),補陀ヶ池,,#style8,,,システム管理者,2015/01/26 16:32:47,システム管理者,
愛知県,蒲郡市,4,POINT(137.258555396825 34.828292306659),蒲郡市豊岡町山林,,#style3,,,システム管理者,2015/01/26 16:32:47,システム管理者,
愛知県,蒲郡市,5,POINT(137.259145081493 34.8472413335134),五井山,,#style6,,,システム管理者,2015/01/26 16:32:47,システム管理者,
愛知県,蒲郡市,6,POINT(137.199203354584 34.8313066179624),蒲郡市西迫町平畑,,#style7,,,システム管理者,2015/01/26 16:32:47,システム管理者,
愛知県,蒲郡市,7,POINT(137.174728893341 34.7661319969428),西浦温泉海水浴場,,#style4,,,システム管理者,2015/01/26 16:32:47,システム管理者,
愛知県,蒲郡市,8,POINT(137.195406669453 34.8228875708916),蒲郡市拾石町野田（拾石川）,,#style1,,,システム管理者,2015/01/26 16:32:47,システム管理者,
愛知県,半田市,1,POINT(136.933872346081 34.8925609490651),蔵の味,,#style5,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,半田市,2,POINT(136.934780655505 34.8924905661528),半田運河・蔵の街,,#style2,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,半田市,3,POINT(136.97067149327 34.9184263751495),亀崎潮干祭,,#style11,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,半田市,4,POINT(136.971241633083 34.9179945810577),亀崎町,,#style14,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,半田市,5,POINT(136.928419456972 34.9016013058042),半田赤レンガ建物(旧カブトビール工場),,#style9,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,半田市,6,POINT(136.927198003029 34.8964243764617),旧中埜家住宅（T's CAFE）,,#style12,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,半田市,7,POINT(136.929730800229 34.8983945796615),旧新美眼科診療所,,#style10,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,半田市,8,POINT(136.928711235522 34.899077717335),紺屋海道,,#style4,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,半田市,9,POINT(136.876268413014 34.8985129969474),棚田（十三塚町）,,#style6,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,半田市,10,POINT(136.911452519103 34.9107349613504),矢勝川堤（彼岸花）,,#style3,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,半田市,11,POINT(136.912294889248 34.8859819318221),成石神社,,#style7,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,半田市,12,POINT(136.89912901764 34.911078065973),南吉の養家,,#style13,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,半田市,13,POINT(136.911074248283 34.9092016438078),新美南吉記念館,,#style1,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,半田市,14,POINT(136.940029606257 34.8935011161627),はんだ山車まつり,,#style8,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,豊根村,1,POINT(137.717456844169 35.1466482114439),豊根村下黒川,,#style5,,,システム管理者,2015/01/26 16:33:00,システム管理者,
愛知県,豊根村,2,POINT(137.700177704877 35.1442465665944),熊谷家,,#style3,,,システム管理者,2015/01/26 16:33:00,システム管理者,
愛知県,豊根村,3,POINT(137.656615135375 35.2203313846103),茶臼山,,#style1,,,システム管理者,2015/01/26 16:33:00,システム管理者,
愛知県,豊根村,4,POINT(137.806836152233 35.1508873999944),豊根村富山大尾,,#style4,,,システム管理者,2015/01/26 16:33:00,システム管理者,
愛知県,豊根村,5,POINT(137.752049075496 35.1358490805499),みどり湖（新豊根ダム）,,#style2,,,システム管理者,2015/01/26 16:33:00,システム管理者,
愛知県,長久手町,1,POINT(137.047943736617 35.1734520344427),古戦場公園,,#style4,,,システム管理者,2015/01/26 16:32:55,システム管理者,
愛知県,長久手町,2,POINT(137.037784420988 35.18299698208),文化の家,,#style3,,,システム管理者,2015/01/26 16:32:55,システム管理者,
愛知県,長久手町,3,POINT(137.039598389977 35.181529542203),桧ケ根公園,,#style5,,,システム管理者,2015/01/26 16:32:55,システム管理者,
愛知県,長久手町,4,POINT(137.070618869158 35.1791602660142),香流川緑道,,#style1,,,システム管理者,2015/01/26 16:32:55,システム管理者,
愛知県,長久手町,5,POINT(137.041916218245 35.1736172518844),せせらぎの径,,#style2,,,システム管理者,2015/01/26 16:32:55,システム管理者,
愛知県,長久手町,6,POINT(137.070621704255 35.1860833734215),長久手町熊張,,#style7,,,システム管理者,2015/01/26 16:32:55,システム管理者,
愛知県,長久手町,7,POINT(137.035278730223 35.17758561414),はなみずき通駅,,#style6,,,システム管理者,2015/01/26 16:32:55,システム管理者,
愛知県,日進市,1,POINT(137.042222121903 35.145771803533),岩崎城跡公園,,#style2,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,日進市,2,POINT(137.04597682568 35.1449011935995),岩崎川（岩崎橋）,,#style3,,,システム管理者,2015/01/26 16:32:52,システム管理者,
愛知県,豊川市,1,POINT(137.318863645968 34.8423041775703),旧御油橋,,#style7,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,豊川市,2,POINT(137.31186321091 34.84095147596),東三河ふるさと公園,,#style9,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,豊川市,3,POINT(137.344861511936 34.8403126249423),三河国分尼寺跡史跡公園,,#style2,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,豊川市,4,POINT(137.312504035977 34.8509122345933),御油の松並木,,#style6,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,豊川市,5,POINT(137.316755190676 34.8011623818744),引馬神社,,#style4,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,豊川市,6,POINT(137.385502036816 34.8313395239372),佐奈川　桜並木,,#style5,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,豊川市,7,POINT(137.298249041598 34.8197186566357),萩原神社,,#style3,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,豊川市,8,POINT(137.394699947606 34.8245884508593),豊川稲荷門前町,,#style8,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,豊川市,9,POINT(137.290760427157 34.8485023257733),宮路山,,#style1,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,豊川市,10,POINT(137.33454387879 34.793909095621),伊奈城址公園,,#style10,,,システム管理者,2015/01/26 16:32:45,システム管理者,
愛知県,知立市,1,POINT(137.038914231784 35.0008673700285),公園通,,#style4,,,システム管理者,2015/01/26 16:32:51,システム管理者,
愛知県,知立市,2,POINT(137.045002504047 34.995491829535),知立・弘法山遍照院,,#style1,,,システム管理者,2015/01/26 16:32:51,システム管理者,
愛知県,知立市,3,POINT(137.056736207047 35.0028590424345),東海道松並木,,#style2,,,システム管理者,2015/01/26 16:32:51,システム管理者,
愛知県,知立市,4,POINT(137.035251026805 34.9965544188232),野外彫刻プロムナード,,#style3,,,システム管理者,2015/01/26 16:32:51,システム管理者,
愛知県,阿久比町,1,POINT(136.917995307721 34.9329790779562),阿久比町卯坂,,#style1,,,システム管理者,2015/01/26 16:32:57,システム管理者,
